PlasmoDBID,GoTerm
PF14_0464,GO:0006886
PFL0880c,GO:0005737
PFF1000w,GO:0005848
MAL13P1.42,GO:0003677
PFB0540w,GO:0034399
PFL0685w,GO:0005783
NA,GO:0016021
PFC0490w,GO:0006487
PFA0220w,GO:0006511
PF08_0091,GO:0005737
PFI0485c,GO:0005634
PF10_0316,GO:0005783
MAL13P1.200,GO:0005840
PFA0285c,GO:0007049
PF11_0096,GO:0004674
PFL2490c,GO:0016020
NA,GO:0003735
PF11_0118,GO:0005524
PF11_0257,GO:0006646
MAL13P1.202,GO:0005524
PFF1075w,GO:0007034
PFC0565w,GO:0005829
PFD0615c,GO:0016337
MAL7P1.119,GO:0046789
PFF0625w,GO:0005525
PF14_0116,GO:0003824
PF11_0240,GO:0007018
PF11_0010,GO:0020033
PFC0970w,GO:0042493
PFI0205w,GO:0016020
PF14_0251,GO:0005783
NA,GO:0046069
PFL1555w,GO:0020020
PF13_0061,GO:0015986
PF11_0214,GO:0016021
PFB0160w,GO:0006289
MAL7P1.147,GO:0036459
PFL2385c,GO:0005524
PFE0270c,GO:0005524
MAL13P1.22,GO:0030145
PFL1855w,GO:0000398
PFF0865w,GO:0051276
PF14_0009,GO:0042777
PFF1050w,GO:0005854
PFI0100c,GO:0004672
PF14_0773,GO:0009405
PFL1410c,GO:0005524
PF14_0769,GO:0020002
PF14_0505,GO:0005869
PFL0150w,GO:0005524
PFD0770c,GO:0003735
PF10_0042,GO:0005524
PFI1645c,GO:0005737
PFL2275c,GO:0032513
PF14_0489,GO:0070403
PF14_0285,GO:0004536
PFE0330w,GO:0032313
MAL13P1.134,GO:0004386
PF13_0251,GO:0006265
PF14_0164,GO:0055114
PF13_0328,GO:0006275
PF11_0463,GO:0006888
PF11_0007,GO:0016021
PFI1090w,GO:0004478
PF11_0172,GO:0006810
PFC0241w,GO:0000049
PFF0420c,GO:0006511
PFL1200c,GO:0044822
PFL0315c,GO:0003779
PFC0365w,GO:0005515
PF11_0342,GO:0003774
PF07_0074,GO:0005737
PFL1420w,GO:0020012
NA,GO:0006508
PFE1250w,GO:0006631
PF14_0230,GO:0008097
PFC0720w,GO:0005737
PF13_0330,GO:0016887
PF11_0052,GO:0020020
PF14_0557,GO:0008483
PF07_0085,GO:0016491
MAL13P1.284,GO:0004735
PFL0335c,GO:0003743
PF13_0006,GO:0016020
PFE0215w,GO:0003723
PFC0675c,GO:0005761
PF07_0134,GO:0020033
PFB0550w,GO:0016149
PF14_0550,GO:0006350
PF11_0229,GO:0042765
MAL7P1.159,GO:0006979
PF10_0108,GO:0005737
PF14_0100,GO:0006221
PFC0335c,GO:0005524
PFE0820c,GO:0005737
PFL2635w,GO:0016020
PFD0020c,GO:0020035
PF14_0214,GO:0016021
PFE1115c,GO:0008757
PFI1585c,GO:0006412
PFE1045c,GO:0000166
PFB0110w,GO:0016020
PF14_0206,GO:0016021
PF14_0024,GO:0004818
PF14_0723,GO:0020003
PFE0705c,GO:0003677
PFL1500w,GO:0007264
PFI1830c,GO:0020013
PF10_0068,GO:0043047
PF14_0694,GO:0003756
PF13_0095,GO:0003677
PF11_0326,GO:0009405
PFF0175c,GO:0005622
MAL13P1.267,GO:0005509
PF10_0368,GO:0005525
PF13_0218,GO:0006869
PFE1530c,GO:0005634
PFE0145w,GO:0015934
PFD0625c,GO:0016337
NA,GO:0003743
PF14_0537,GO:0006412
PFI0515w,GO:0005794
MAL13P1.297,GO:0005622
MAL13P1.23-a,GO:0046873
MAL13P1.23-b,GO:0046873
PF11_0107,GO:0007242
PFL0485w,GO:0005524
PF13_0273,GO:0005524
PFL0120c,GO:0003755
PFI1500w,GO:0005737
PFI1120c,GO:0005737
PFF0840w,GO:0008940
PF07_0029,GO:0016887
PF11_0246,GO:0005737
MAL8P1.138,GO:0020011
PFI0580c,GO:0048870
PF13_0174,GO:0005622
PFA0665w,GO:0004872
PF11_0344,GO:0030260
PF14_0334,GO:0015930
PF11_0248,GO:0005739
PF13_0281,GO:0006810
PFE0780w,GO:0005737
MAL8P1.126,GO:0005515
PFA0370w,GO:0005622
PFL1630c,GO:0003824
PFB1005w,GO:0016020
PFE1150w,GO:0006810
MAL13P1.281,GO:0005737
PFE0625w,GO:0016020
MAL7P1.82,GO:0016020
PF10_0081,GO:0030163
PFL1045w,GO:0016020
PFA0150c,GO:0005737
PF14_0720,GO:0005524
PF13_0280,GO:0005801
PFI1395w,GO:0016021
PFL1925w,GO:0016020
PFF1230c,GO:0005524
PFD0585c,GO:0016020
PFA0130c,GO:0004672
PFF1590w,GO:0020003
PF11_0265,GO:0015450
PF11_0214,GO:0005634
PF10_0086,GO:0004017
PF13_0130,GO:0016471
PFE1445c,GO:0005576
PF10_0196,GO:0005868
PF14_0677,GO:0030686
PF14_0791,GO:0016021
PF13_0065,GO:0046961
PF11_0217,GO:0016409
PFI0775w,GO:0005737
PF11_0251,GO:0006457
PFB0375w,GO:0008270
PF13_0052,GO:0008173
MAL13P1.22,GO:0005524
PFF1410c,GO:0005737
PFD0635c,GO:0016021
PF11_0056,GO:0005634
PFD0815c,GO:0016020
PF14_0564,GO:0005525
PF13_0233,GO:0003779
MAL13P1.44,GO:0008287
PFL0005w,GO:0050839
MAL8P1.37,GO:0016979
PF14_0165,GO:0006410
PF14_0030,GO:0020011
MAL13P1.14,GO:0003676
MAL13P1.113,GO:0016192
PFD1105w,GO:0020008
PF08_0084,GO:0005634
PFF0025w,GO:0020002
PFC0315c,GO:0008017
PFB1015w,GO:0020002
MAL13P1.92,GO:0005840
PFE0020c,GO:0020036
NA,GO:0016021
PF14_0366,GO:0005658
PFI1695c,GO:0000398
MAL8P1.9,GO:0005688
PF14_0422,GO:0005634
MAL13P1.122,GO:0034399
PFD0420c,GO:0006259
PFI0895c,GO:0006413
PFI1090w,GO:0046872
PF14_0774,GO:0004475
PF11_0354,GO:0016459
PFF1165c,GO:0006396
PFI1320c,GO:0016567
PFD0880w,GO:0005852
PF14_0563,GO:0003676
PF14_0508,GO:0005739
PF14_0216,GO:0006817
MAL13P1.316,GO:0016020
PFE1100w,GO:0016779
PFC0725c,GO:0015724
PFI0080w,GO:0020013
PFA0550w,GO:0007155
PF10_0363,GO:0030955
PFB0465c,GO:0055085
PF07_0110,GO:0005634
PFL2635w,GO:0020013
PFI1475w,GO:0046812
PF10_0220,GO:0017121
PF13_0133,GO:0005783
MAL13P1.540,GO:0005783
MAL7P1.58,GO:0020036
PFF1385c,GO:0006355
PF10_0259,GO:0003676
PFL2180w,GO:0005622
PFL0225c,GO:0000166
PFB0600c,GO:0020011
MAL13P1.206,GO:0006817
PF10_0099,GO:0003677
PFE1560c,GO:0005622
MAL7P1.79,GO:0009055
PFB0687c,GO:0008270
PFC0295c,GO:0022627
PFL1105c,GO:0005737
PFI0480w,GO:0005524
PF13_0203,GO:0016020
MAL8P1.42,GO:0005737
PF14_0155,GO:0009001
PFE1110w,GO:0006366
PF10_0129,GO:0006817
PF10_0127,GO:0005634
PF14_0191,GO:0005634
PFE1440c,GO:0005840
MAL7P1.12,GO:0016020
MAL13P1.225,GO:0015035
PFI1195c,GO:0009229
MAL13P1.77,GO:0016021
PFI0340c,GO:0005634
PF10_0333,GO:0005875
PFE0520c,GO:0005694
PF14_0701,GO:0008017
PF14_0237,GO:0016021
PFE0865c,GO:0006397
PF11_0270,GO:0005737
PF11_0124,GO:0005737
PFF0535c,GO:0006351
MAL13P1.189,GO:0016020
PF10_0111,GO:0004175
PFL2320w,GO:0020011
PFA0535c,GO:0007018
PF14_0725,GO:0043234
PF11_0465,GO:0020020
PFA0505c,GO:0003899
PF14_0407,GO:0016020
PFI0925w,GO:0004357
PFE1630w,GO:0020033
PF14_0258,GO:0016021
MAL13P1.290,GO:0006268
PFB0030c,GO:0020002
PF13_0044,GO:0006207
NA,GO:0006265
PFL0590c,GO:0002028
PF08_0113,GO:0016020
PF13_0184,GO:0032040
PFL2345c,GO:0003712
PF13_0062,GO:0016192
MAL13P1.30,GO:0046872
PF08_0020,GO:0004842
PFL0335c,GO:0006446
PFE1005w,GO:0006412
PFE0955w,GO:0006397
PFD0465c,GO:0006633
MAL8P1.156,GO:0008270
MAL13P1.167,GO:0005783
PFC0625w,GO:0016020
PFC0535w,GO:0015934
MAL7P1.20,GO:0020011
PFE0545c,GO:0020020
PF14_0113,GO:0005737
PFI1295c,GO:0055085
MAL8P1.37,GO:0006464
MAL13P1.45,GO:0046540
PF14_0094,GO:0003743
PFL0460w,GO:0000398
PF11_0314,GO:0008540
PF14_0529,GO:0005802
PF11_0065,GO:0005840
PFD0207c,GO:0020011
NA,GO:0006412
PFF0005c,GO:0016021
PFE1005w,GO:0019843
MAL7P1.113,GO:0004004
MAL7P1.28,GO:0006396
NA,GO:0031965
MAL13P1.131,GO:0005737
PF14_0034,GO:0005783
PF13_0161,GO:0005524
PFB0480w,GO:0016192
NA,GO:0005886
PF10_0282,GO:0016020
PF14_0441,GO:0045254
PF14_0215,GO:0010564
PFE0225w,GO:0030062
PF10_0399,GO:0020002
PFD0680c,GO:0008242
PFA0275c,GO:0008650
PF14_0352,GO:0005524
PF10_0052,GO:0003676
PFD1130w,GO:0020009
PF11_0296,GO:0005634
PFC0760c,GO:0016459
PFE0255w,GO:0015629
MAL13P1.33,GO:0016020
PFE1485w,GO:0003779
MAL8P1.104,GO:0003676
PFD0565c,GO:0005524
PF07_0101,GO:0005576
PF10_0293,GO:0000398
PFC0910w,GO:0008152
PFB0735c,GO:0016324
PF14_0412,GO:0005829
PF11_0480,GO:0006412
PF14_0511,GO:0050661
PFD0750w,GO:0000339
PFF0675c,GO:0003779
PFB0815w,GO:0009931
PF08_0034,GO:0006355
PF13_0248,GO:0044068
PFF0965c,GO:0005634
PF08_0142,GO:0020013
PFA0760w,GO:0020033
PFL2165w,GO:0008017
PFL2270w,GO:0005783
PFL0080c,GO:0004674
PF08_0108,GO:0004190
MAL13P1.318,GO:0006412
PFF0380w,GO:0005581
NA,GO:0046812
PF14_0656,GO:0005634
PF11_0462,GO:0005516
PFL0950c,GO:0016021
MAL13P1.336,GO:0003743
PFB0615c,GO:0005516
PF14_0327,GO:0006412
PF14_0718,GO:0070847
PFL1455w,GO:0016021
PFL0780w,GO:0051287
PFD0390c,GO:0005524
PFI0355c,GO:0005524
PF10_0104,GO:0005789
PF14_0134,GO:0005524
PF11_0447,GO:0016282
MAL8P1.153,GO:0006355
PFL2655w,GO:0020002
MAL13P1.271,GO:0015078
MAL13P1.188,GO:0005516
PF14_0086,GO:0042781
PFE0175c,GO:0020005
MAL8P1.19,GO:0005524
PFI1625c,GO:0046872
PF14_0784,GO:0001522
MAL8P1.21,GO:0005484
PF13_0043,GO:0003677
PF14_0408,GO:0006468
PF10_0167,GO:0004300
MAL13P1.112,GO:0032196
PF11_0076,GO:0005581
PF14_0301,GO:0055085
PF10_0104,GO:0004169
PF14_0041,GO:0000311
PF14_0635,GO:0042255
PFI1120c,GO:0005525
MAL13P1.128,GO:0005840
PF11_0088,GO:0000122
PFE0765w,GO:0046488
PFD0590c,GO:0006260
PFI1650w,GO:0005515
PF13_0120,GO:0016459
PFA0090c,GO:0016020
MAL13P1.78,GO:0005737
PFI0755c,GO:0006096
PFB0500c,GO:0032889
PF10_0250,GO:0005929
PF07_0007,GO:0030430
MAL8P1.300,GO:0005739
PF13_0102,GO:0006457
MAL7P1.231,GO:0020020
PFC0701w,GO:0005840
PFC0745c,GO:0006511
PF13_0088,GO:0003700
PFE0500c,GO:0003723
PFF1395c,GO:0030956
NA,GO:0005634
PF14_0247,GO:0016020
PF14_0275,GO:0016020
PFE0145w,GO:0005622
MAL7P1.78,GO:0005634
PFC0875w,GO:0016887
PFD0595w,GO:0000166
MAL7P1.161,GO:0003777
PF13_0118,GO:0006508
MAL13P1.2,GO:0020035
PFE0025c,GO:0020002
PF11_0258,GO:0042803
PFA0570w,GO:0006413
MAL13P1.210,GO:0004584
PFL1950w,GO:0016337
PF11_0402,GO:0006397
MAL7P1.184,GO:0020035
PFE1225w,GO:0005622
PF13_0041,GO:0016020
MAL7P1.151,GO:0003677
PF08_0111,GO:0005524
PFF0320c,GO:0008380
PFD0305c,GO:0015991
PFI0420c,GO:0001522
MAL8P1.54,GO:0003723
PFL1070c,GO:0009408
PFD0230c,GO:0008234
NA,GO:0020031
PF13_0354,GO:0004813
PF10_0294,GO:0005524
MAL13P1.19,GO:0016568
PFL1705w,GO:0003676
PFE1570c,GO:0016020
MAL7P1.125,GO:0006350
PFI1560c,GO:0005886
PFI0650c,GO:0003951
PFB0545c,GO:0006412
PF13_0090,GO:0005622
PF11_0442,GO:0006355
PF08_0113,GO:0006818
PF14_0615,GO:0016469
PF11_0457,GO:0008641
PFD1245c,GO:0009405
MAL13P1.4,GO:0020033
PFD0275w,GO:0016021
PF13_0102,GO:0005784
PF13_0286,GO:0031167
PF07_0028,GO:0000166
PF08_0141,GO:0020030
PFL0135w,GO:0005634
NA,GO:0005622
PF14_0664,GO:0005524
PF11_0337,GO:0016740
NA,GO:0008143
PF14_0633,GO:0005737
PF14_0142,GO:0020036
PFL0465c,GO:0046872
PFA0145c,GO:0006422
MAL13P1.333,GO:0005634
MAL13P1.334,GO:0005634
PFE0865c,GO:0008380
PFL0420w,GO:0016021
PFE0890c,GO:0000166
PF07_0136,GO:0020033
PFD0350w,GO:0006744
PF14_0127,GO:0006499
MAL8P1.20,GO:0005524
PF10_0040,GO:0003677
PF14_0176,GO:0034399
MAL13P1.22,GO:0006266
PFF0815w,GO:0005739
PF14_0712,GO:0020011
PFE1140c,GO:0005634
PFC0920w,GO:0003677
PFF1490w,GO:0004477
PF13_0290,GO:0020011
PF13_0268,GO:0003735
PF11_0077,GO:0005524
PF08_0055,GO:0032040
PF14_0755,GO:0016020
PFL1710c,GO:0006414
PF11_0351,GO:0006457
PFD0615c,GO:0020030
PF14_0728,GO:0005886
MAL8P1.217,GO:0020013
MAL8P1.73,GO:0046812
PF11_0529,GO:0020035
PFE1030c,GO:0009228
PFD0050w,GO:0020033
PF10_0140,GO:0000166
PFI1485c,GO:0035556
PF14_0150,GO:0046983
PFL2025w,GO:0006457
PF11_0282,GO:0046080
PFD0935c,GO:0031410
PF14_0679,GO:0005887
PFB0815w,GO:0005509
PF07_0079,GO:0006412
PF10_0335,GO:0019538
PF14_0124,GO:0005200
PF13_0139,GO:0005737
PFL0330c,GO:0003677
PF10_0146,GO:0005516
PF14_0382,GO:0033014
PFA0160c,GO:0015211
PFB0960c,GO:0020036
PF14_0479,GO:0003677
PF07_0073,GO:0004828
PFL0480w,GO:0004852
PF14_0419,GO:0005737
MAL8P1.86,GO:0016491
PF14_0421,GO:0005783
PF07_0048,GO:0016337
MAL8P1.140,GO:0008235
PF11_0050,GO:0022904
PFE1525w,GO:0016020
MAL7P1.208,GO:0016337
PFL1950w,GO:0020002
MAL7P1.162,GO:0016887
PF11_0162,GO:0042540
PFD0480w,GO:0005737
PFL1525c,GO:0004004
PF14_0173,GO:0019933
PF11_0377-a,GO:0044538
PF10_0332,GO:0003735
PFE0655w,GO:0003723
PF14_0398,GO:0000439
PFE0140c,GO:0042719
PF13_0095,GO:0042555
PF14_0075,GO:0004190
PFL0885w,GO:0016192
MAL7P1.300,GO:0005622
NA,GO:0003774
PF11_0386,GO:0005840
PFC0810c,GO:0005737
PFI0920c,GO:0055114
PFL0660w,GO:0005868
PFL1535w,GO:0016020
PFI1130c,GO:0003899
PFL1985c,GO:0005737
PF14_0083,GO:0003735
PF14_0405,GO:0016020
PF14_0505,GO:0005813
MAL13P1.193,GO:0042274
PF14_0772,GO:0020035
PF07_0121,GO:0000027
PFA0290w,GO:0008408
MAL8P1.16,GO:0008233
PFD0330w,GO:0005516
PFF1100c,GO:0006355
PFL0595c,GO:0006979
PF11_0455a,GO:0022625
PFF1355w,GO:0030677
PF08_0031,GO:0005310
PFI1265w,GO:0016070
PF14_0368,GO:0046983
PF14_0677,GO:0042254
PFE0840c,GO:0003700
MAL13P1.337,GO:0045116
PF14_0254,GO:0006298
PF13_0142,GO:0005732
PF14_0145,GO:0016579
PFC0330w,GO:0004872
PFI0675w,GO:0005737
PF14_0393,GO:0003697
PFD0872w,GO:0003743
MAL7P1.216,GO:0020035
PF14_0558,GO:0005737
MAL7P1.37,GO:0006357
PF14_0612,GO:0016020
PF13_0003,GO:0020013
PF08_0107,GO:0020030
PFE1320w,GO:0005681
PFI0460w,GO:0009986
PF14_0441,GO:0006633
PFI0860c,GO:0004386
MAL13P1.230,GO:0003774
PFF1555w,GO:0020013
PFI0930c,GO:0005737
PF14_0715,GO:0005524
PF14_0317,GO:0006465
PF13_0336,GO:0005634
PFL2115c,GO:0016020
PF11_0180,GO:0016020
PFA0175w,GO:0005737
PFL1500w,GO:0016020
PF13_0342,GO:0005737
PF11_0328,GO:0000166
MAL8P1.108,GO:0005634
PF13_0033,GO:0016787
PFC0080c,GO:0005199
PF10_0225,GO:0006207
PFA0050c,GO:0020036
PFA0675w,GO:0005515
MAL7P1.204,GO:0003924
PF14_0735,GO:0005524
PF14_0259,GO:0016020
MAL13P1.535,GO:0020036
PF08_0054,GO:0005515
PFI0900w,GO:0020011
PFL0510c,GO:0003676
MAL13P1.176,GO:0030260
PFE0305w,GO:0006352
PF14_0411,GO:0005732
PF14_0277,GO:0030126
PFC0595c,GO:0006470
PF14_0653,GO:0010564
PFF0290w,GO:0016021
PFB0345c,GO:0006508
PF14_0451,GO:0003735
PF14_0427,GO:0006412
PF14_0428,GO:0006418
PFC0775w,GO:0022627
PFL1895w,GO:0005739
PFC0750w,GO:0005886
NA,GO:0016849
PF13_0086,GO:0016020
PFE1560c,GO:0003735
PF14_0157,GO:0005634
PF10_0157,GO:0046872
NA,GO:0005739
PFI0780w,GO:0016020
MAL13P1.112,GO:0005524
PFF0975c,GO:0030260
PFD0640c,GO:0020036
PFL0935c,GO:0020030
PF14_0162,GO:0003774
MAL13P1.343,GO:0005838
PFE0970w,GO:0048034
PFD0665c,GO:0006511
MAL7P1.56,GO:0050839
PF11_0520,GO:0020036
PF10_0310,GO:0005737
PF13_0241,GO:0008233
PF11_0197,GO:0020011
PF10_0250,GO:0016020
PF11_0184,GO:0032300
PFB1055c,GO:0050839
PF14_0060,GO:0008889
MAL7P1.142,GO:0005524
PF08_0111,GO:0003729
NA,GO:0016020
PFB0720c,GO:0003688
PF07_0084,GO:0005737
PFE0755c,GO:0006508
PFL2420w,GO:0016459
PFF0095c,GO:0046872
PF14_0529,GO:0016192
PF14_0250,GO:0020011
PFB0900c,GO:0016020
PFL0500w,GO:0003735
PFL1720w,GO:0070178
PFC1005c,GO:0016226
PF13_0280,GO:0006621
PF10_0116,GO:0005524
PFD0970c,GO:0008270
PF07_0063,GO:0016779
PF14_0576,GO:0005622
PF13_0304,GO:0006414
PFC0885c,GO:0055114
PFB0820c,GO:0016021
PFC0890w,GO:0016192
PF08_0103,GO:0050839
PF14_0650,GO:0005524
PF11_0021,GO:0020036
PF10_0328,GO:0005515
PFI1195c,GO:0030975
PFL2440w,GO:0000109
MAL13P1.154,GO:0005975
PFL1210w,GO:0006418
PF07_0027,GO:0008270
PF08_0132,GO:0005829
PFL0015c,GO:0020002
PFB0106c,GO:0016021
PF13_0062,GO:0005794
PFF0925w,GO:0005524
PF10_0235,GO:0003676
MAL13P1.122,GO:0006355
PFE0380c,GO:0016887
PFB0815w,GO:0004674
PF14_0559,GO:0005634
PF14_0295,GO:0005739
PF14_0060,GO:0020020
PF11_0090,GO:0005515
PFE1190c,GO:0004930
PF10_0146,GO:0016459
PF13_0229,GO:0006447
PFE0390w,GO:0006810
PF14_0351,GO:0046872
PFL2250c,GO:0035091
PF08_0032,GO:0045454
PF14_0260,GO:0016021
PF14_0492,GO:0005509
PFF0775w,GO:0070281
PF11_0226,GO:0046872
MAL7P1.77,GO:0004386
PF11_0213,GO:0016020
PFC0485w,GO:0005524
PFC0980c,GO:0016887
PF11_0076,GO:0020011
PFC0010c,GO:0020036
PFB0560w,GO:0006413
PF11_0362,GO:0005634
PFB0180w,GO:0008409
PFC0710w-a,GO:0005737
PFC0710w-b,GO:0005737
MAL13P1.308,GO:0005737
MAL13P1.282,GO:0005524
PFL2220w,GO:0030131
PFL0585w,GO:0006511
PF11_0241,GO:0003677
PF07_0118,GO:0016020
PF11_0201,GO:0004842
PFD0855c,GO:0005737
PF08_0140,GO:0016021
PF10_0074,GO:0005622
PFB0710c,GO:0005737
PFD1000c,GO:0020013
PFI1015w,GO:0005783
PFA0740w,GO:0020013
PFF0115c,GO:0006414
NA,GO:0003735
PF11_0312,GO:0006412
PF10_0323,GO:0020005
PFF0980w,GO:0005737
PF14_0709,GO:0003735
PFC0520w,GO:0008541
PFF1435w,GO:0005737
PF10_0123,GO:0006177
MAL8P1.154,GO:0003774
PFD0045c,GO:0016020
PFI0110c,GO:0004672
PFB0330c,GO:0002377
PF11_0318,GO:0043248
PF14_0231,GO:0003735
PFC0310c,GO:0009368
PF10_0004,GO:0020035
PF10_0165,GO:0008310
PF13_0156,GO:0004298
MAL13P1.12,GO:0005783
MAL13P1.214,GO:0000234
MAL8P1.64,GO:0005847
PFB0300c,GO:0005887
PF07_0067,GO:0042273
PF14_0633,GO:0005634
PF13_0291,GO:0005737
MAL8P1.86,GO:0020011
PF14_0520,GO:0006098
PFE0290c,GO:0051082
MAL13P1.180,GO:0005525
MAL13P1.155,GO:0046872
PFD0045c,GO:0020033
PF13_0148,GO:0020011
PFF1220w,GO:0016779
PF11_0047,GO:0007015
PFC0225c,GO:0006414
PF14_0035,GO:0005634
PFE1230c,GO:0005741
MAL13P1.485,GO:0003824
PF10_0254,GO:0016020
PF13_0310,GO:0005737
PF14_0520,GO:0004616
MAL7P1.89,GO:0016887
PF11_0191,GO:0032040
PFI0155c,GO:0006913
PF10_0363,GO:0005829
MAL13P1.182,GO:0005737
PF13_0279,GO:0006355
PFD0015c,GO:0020035
PFA0165c,GO:0005622
PFB0645c,GO:0005840
PF14_0208,GO:0005194
PFB0550w,GO:0005737
PF10_0360,GO:0008521
NA,GO:0003723
PF14_0206,GO:0005886
PF14_0573,GO:0004047
PFC0340w,GO:0043625
NA,GO:0006508
PFE0665c,GO:0005525
PFL1055c,GO:0016042
PFD1245c,GO:0016337
PFF0370w,GO:0005739
PF11_0287,GO:0005737
PFI0010c,GO:0020035
PF10_0087,GO:0004164
PF14_0605,GO:0005515
PFB1050w,GO:0020013
PF13_0004,GO:0020003
PFL1995c,GO:0005737
PF10_0230,GO:0008270
PFF0830w,GO:0006886
PF13_0228,GO:0006412
PF14_0477,GO:0008312
PF10_0300,GO:0006396
PF14_0317,GO:0008233
PFF1490w,GO:0055114
PFL0405w,GO:0005634
PF14_0382,GO:0004222
PFE0915c,GO:0004175
PFD0250c,GO:0043952
MAL13P1.218,GO:0003977
PFI0325c,GO:0006397
PF10_0203,GO:0006471
PFL1050w,GO:0003755
PF11_0223,GO:0005737
PFI0080w,GO:0020036
PFL0973c,GO:0006464
PFC0960c,GO:0003779
PF11_0443,GO:0016020
PF14_0101,GO:0005576
MAL13P1.148,GO:0003774
PFL0310c,GO:0031369
MAL8P1.124,GO:0004252
NA,GO:0016020
PF14_0655,GO:0003729
PFL2270w,GO:0006506
MAL8P1.72,GO:0003677
PF10_0005,GO:0020003
PFB0391c-a,GO:0003899
PFB0391c-b,GO:0003899
PF08_0136b,GO:0050693
PF11_0382,GO:0005739
PF14_0142,GO:0005515
PFI1215w,GO:0003676
PFF1135w,GO:0000398
PF14_0707,GO:0008270
NA,GO:0005096
PFL2270w,GO:0016021
PF14_0328,GO:0015031
PFL0935c,GO:0016337
PFA0035c,GO:0005737
PF14_0111,GO:0031072
PF14_0050,GO:0006260
PF11_0244,GO:0008270
PF14_0346,GO:0005524
PFA0155c,GO:0005794
PFL1430c,GO:0005737
MAL13P1.113,GO:0031201
NA,GO:0016021
MAL7P1.176,GO:0016021
PFI1650w,GO:0006139
PFL1090w,GO:0019898
PFE0765w,GO:0020020
PFF1580c,GO:0050839
PF10_0225,GO:0006221
PFF1040w,GO:0000172
PF08_0138,GO:0020002
PF14_0518,GO:0005506
PF10_0111,GO:0006511
NA,GO:0033014
PF08_0045,GO:0004591
PFF1350c,GO:0008152
PFL1740w,GO:0006886
PFE1075c,GO:0006397
PFE0100w,GO:0020011
PF14_0071,GO:0005737
PF13_0136,GO:0005737
PF10_0393,GO:0020035
PFA0720w,GO:0006810
PFI1305w,GO:0016021
PFF0650w,GO:0020011
PFD0525w,GO:0006417
PF10_0057a,GO:0046872
PF10_0058,GO:0046872
PF13_0203,GO:0008234
PFL1700c,GO:0016020
MAL7P1.50,GO:0050839
PF14_0309,GO:0030091
PF14_0024,GO:0005524
MAL13P1.191,GO:0003677
PFL0735w,GO:0016018
PFL0935c,GO:0004872
PFF1555w,GO:0020033
PFI1165c,GO:0005737
PF10_0264,GO:0003735
PF14_0616,GO:0006508
PFC0890w,GO:0006888
MAL8P1.200,GO:0008080
PFI1810w,GO:0016020
MAL8P1.51,GO:0008565
MAL13P1.205,GO:0060627
PFI0105c,GO:0006468
PF14_0431,GO:0045595
PF14_0092,GO:0016021
PFL1125w,GO:0005524
PF07_0037,GO:0006357
MAL13P1.88,GO:0005634
PFL1070c,GO:0005783
PFL2425w,GO:0030125
PFD1235w,GO:0020002
PFB0260w,GO:0030234
PFC0640w,GO:0016337
PFI0055c,GO:0020002
PFF0245w,GO:0005622
PFD0250c,GO:0008270
PFD1007w,GO:0005737
PFD0487c,GO:0015629
PFA0660w,GO:0051082
PFA0260c,GO:0008179
PF14_0743,GO:0005524
PF14_0069,GO:0005737
PF13_0242,GO:0005739
PFB0840w,GO:0005663
PF11_0465,GO:0005886
MAL13P1.580,GO:0016020
PFL1005c,GO:0000785
MAL13P1.42,GO:0006310
PFE1470w,GO:0003723
PFI0800c,GO:0016020
MAL13P1.139,GO:0016021
PF11_0368,GO:0007049
PF11_0251,GO:0055114
PF11_0127,GO:0005737
PF11_0406,GO:0005737
PFF0615c,GO:0030260
PF14_0030,GO:0000166
MAL13P1.216,GO:0008270
PFI0300w,GO:0007034
PFI1815c,GO:0020035
PF14_0262,GO:0016020
PFF0360w,GO:0020011
PF08_0031,GO:0005743
MAL7P1.144,GO:0005524
PF13_0354,GO:0020011
PF10_0250,GO:0003777
PFI1195c,GO:0004788
PF10_0153,GO:0006457
PFL2460w,GO:0007017
PFL0290w,GO:0003677
PF14_0264,GO:0004672
MAL7P1.86,GO:0006366
MAL8P1.55,GO:0003924
PFL1115w,GO:0005783
PF14_0018,GO:0030430
PF13_0005,GO:0020003
PFE1415w,GO:0018345
PF14_0498,GO:0010564
PF11_0521,GO:0020033
MAL7P1.75,GO:0005753
NA,GO:0004817
NA,GO:0003677
PF10_0129,GO:0005737
PF11_0295,GO:0004337
PF11_0050,GO:0016021
MAL13P1.214,GO:0006656
PFE0030c,GO:0020036
PFC0490w,GO:0004579
PF14_0575a,GO:0005622
PF14_0533,GO:0020011
PF14_0426,GO:0005737
PF13_0334,GO:0003684
PF14_0511,GO:0017057
PFF0655c,GO:0016192
PFL1555w,GO:0009055
PFF0590c,GO:0005852
PFE0670w,GO:0005743
PF14_0483,GO:0003723
PFF1355w,GO:0000172
PFC0035w,GO:0020002
PF11_0105,GO:0006364
PF14_0065,GO:0070258
PFL1510c,GO:0003677
PFF1225c,GO:0003887
PF14_0603,GO:0005666
PF11_0474,GO:0000166
PF14_0138,GO:0005634
PF07_0049,GO:0016337
MAL7P1.185,GO:0020003
PFI1670c,GO:0020020
PFB0325c,GO:0008234
PFD0015c,GO:0020033
PF14_0482,GO:0005634
PF14_0432,GO:0000178
MAL8P1.64,GO:0008270
PF14_0650,GO:0016459
PF11_0175,GO:0020003
MAL8P1.150,GO:0004672
