PlasmoDBID	5-Fluorouracil	Proguanil	MMS	Artemisinin	Doxycycline	Atovaquone	Chloroquine	Chloramphenicol	Tafenoquine	Methotrexate	Geldanamycin	Rapamycin	E-64	Nelfinavir	Epoxomicin	Cerulenin	PPMP	z-Val-Asp	Fosmidomycin	Apicidin	JQ1	Dideoxyadenosine	Curcumin	Olomucine	Fenofibrate	SJ140722	SJ119930	SJ194935	SJ292024	SJ77572	Vincristine
PFB0350c	0.98233653	1.046366654	1.131299509	1.004539182	0.858115138	0.991403586	0.889633752	0.95942066	0.938756685	1.028707323	0.959611294	0.684801515	0.872074159	0.901790112	1.19326639	1.207723103	1.10779762	1.192405734	1.163262359	0.981624624	1.128384727	0.818220503	1.442273908	1.132223181	0.666022451	1.011777282	1.19223285	1.110429781	0.843854047	1.168469261	0.890506515
PFI0705w	0.98298009	0.967476753	0.786983422	0.888629146	1.089890981	1.013280902	1.064293192	1.340961518	0.909004518	0.97108051	0.992061052	1.174684501	1.389432863	1.090255453	0.912847398	0.854367354	0.863536027	0.842376992	0.748956434	1.033696455	0.934112172	1.144955686	0.833722	1.103816346	1.174432994	1.073681271	0.925616314	1.015463678	1.009792091	0.947275781	1.419179486
PFL0655w	0.879107677	0.983111357	1.185292739	0.769295273	1.145351886	1.180926817	0.872379698	1.122789886	0.966911666	0.853499765	1.035781087	0.632530694	0.873415437	0.975511569	1.308943885	1.316733787	0.922534609	1.028068039	0.935142031	0.955764915	0.865686134	0.795725876	2.47344588	1.073863683	0.978192931	0.952751221	0.723652474	0.852931709	1.151505713	0.761927476	0.924783644
PF14_0178	0.999776738	0.999506115	0.755274688	0.966616896	1.153597061	1.062381553	1.121892289	1.012017301	1.078279282	0.982333208	1.009948329	1.341274737	1.285745008	1.126735151	0.751873049	0.63799872	0.91584536	0.713920055	0.821351856	0.93739854	1.096173073	1.356857128	0.824781041	0.847367338	1.145073783	0.985628133	1.121607646	1.111920296	0.940582115	1.296627457	1.096821484
PFE1295c	1.042818357	0.984638059	0.918014062	1.021532988	1.089563077	1.051828712	1.041177813	0.814203164	1.095235987	0.985283927	0.983948526	1.06106352	0.89362392	0.946805308	0.943468694	0.865320556	1.078015526	1.080133469	1.141790217	1.053444469	1.018669903	1.152557605	1.01560362	0.937320695	0.974612977	1.066332619	1.296574356	1.156360562	0.789750872	1.040261575	0.957038291
PFL2180w	1.077315447	0.932987032	1.054748831	0.923819189	1.00232063	0.998590672	1.074183022	0.905950159	1.010366179	1.02045371	0.902508197	0.975849203	1.107945299	0.903601409	1.064091774	0.95546214	1.056154403	0.926771383	0.921303528	1.072109767	0.993717388	1.190784764	0.920329389	0.94325814	1.0099745	1.02996399	1.31851949	1.143855762	0.729928006	1.149498522	1.18056891
PFL0600w	1.060782856	1.077982227	1.041264136	1.05691341	1.035630836	1.066216296	1.038966938	0.828542895	1.09722671	1.0052378	1.002174105	1.094429247	0.823210565	0.994151934	0.856323749	0.998524849	1.017172784	0.99905181	1.160433838	1.060656321	1.037340631	1.282078194	0.888261454	1.001478552	0.933489585	1.028373636	1.045427427	1.018608472	1.015311345	1.004406285	0.92721296
PFF0670w	1.013092584	1.103525661	1.028881411	0.970145537	0.986603046	0.986914507	0.970000156	0.98614592	0.969859853	0.981585718	0.965818901	0.897579632	0.848678639	1.071246204	1.030331606	1.200124012	1.098011393	1.223208805	1.149945209	1.036967509	1.061152194	0.900672289	1.0520758	1.100825353	0.867462007	1.002197787	1.112849325	1.045710606	0.922377838	1.028494436	0.883622767
PFE0165w	1.029577762	0.951818756	1.041942189	1.04697275	0.933764085	0.967814447	1.002237084	1.023404441	1.035681949	1.005217368	1.009333483	1.186648174	0.978507415	0.913734099	0.85732711	0.74129326	1.169396358	1.114579736	1.09720878	1.006244546	1.030623012	1.332554231	0.490346187	1.089258397	1.021987512	1.040147676	1.118846844	1.074092907	0.94599246	1.099585155	1.139877373
PF14_0342	1.000350219	0.909657595	0.878689766	0.9874167	1.213576684	1.133350927	1.107513687	0.833626825	1.075165852	1.011036609	1.018570712	1.123388026	0.910848765	1.065969275	1.073014946	1.010930168	0.919957633	0.944151151	0.963768549	0.888139491	0.969989415	1.144759021	1.227051429	0.938071958	0.961132838	1.078985641	0.914126731	1.011814302	1.121741603	0.993491189	1.065140722
MAL8P1.58	1.067976383	1.022977971	0.840971353	1.027989912	1.127691159	1.083582795	1.055929406	0.82589908	1.028375059	1.026491243	0.945504309	1.215016427	1.007364701	1.096849181	0.862097286	0.919041799	0.96002868	0.931473218	0.911845538	1.033006177	1.004770213	1.250845261	0.8170612	0.982846872	1.164943741	1.077536344	0.992826431	1.009001265	1.082491017	0.983348563	1.139542901
PF11_0156	1.054649234	0.987497128	0.919403702	1.01219691	1.016021562	1.026804139	1.037544939	0.896117135	1.049487963	1.041925312	0.990577528	1.146682693	0.990634159	0.960212877	1.011398259	0.837694753	1.098549356	0.993431007	1.019249593	1.016099932	1.008111977	1.195607513	0.89586599	0.974003618	0.980795426	1.018596271	1.078681152	1.069844726	0.963272933	1.093383245	1.110968599
PFF0620c	1.052937183	1.03092112	0.865997692	0.99027491	1.08392053	1.034540764	1.086106716	0.955731594	1.027369527	1.013409254	1.028951316	1.179639241	1.375242385	1.107611381	0.831107721	0.889031977	0.968675535	0.928004185	0.878062872	1.010963435	0.969609952	1.227435047	0.803703673	1.078794795	1.114940929	1.103848424	0.794577142	0.894427144	1.105697956	0.874231026	1.188994196
MAL8P1.113	1.0062031	0.978611751	1.088148981	1.035482651	1.112135468	1.028996392	1.051351168	0.851344191	1.082603623	0.952825603	1.018803613	0.87121159	0.741891371	0.956057344	1.09833289	1.148904521	0.968096094	1.116577855	1.06986063	0.973071523	0.9966701	0.853062532	1.597905884	1.042332323	0.828118425	1.041128535	1.247613109	1.020474708	0.859319173	0.956212944	0.900163969
PFC0710w-a	1.015996377	0.995287289	1.012212239	0.998280627	0.899547423	0.973242997	1.002570876	0.99925971	1.027122747	1.02135822	0.945646885	1.193766599	1.126973199	0.952490361	0.888198716	0.713021394	1.151463195	0.915071326	1.065001317	1.013594116	1.114838072	1.363590222	0.564656124	0.941454736	1.032398758	1.018959813	1.206097164	1.091293409	0.894645678	1.205239178	1.150205355
PFD0144c	0.755393977	1.150606714	1.088789195	0.891290443	1.04889426	0.961763391	0.81891453	1.299587821	0.849629019	1.060575279	1.032406253	1.043896794	0.911834329	1.082341712	1.139501154	0.826876985	0.649916138	0.718566851	0.598768642	0.899463566	1.05776519	0.943392842	2.988546875	0.824944548	0.938720311	1.002967088	0.780014791	0.991106612	1.114479645	1.045276089	0.976635411
PFL0445w	1.033010685	0.966964409	0.868568514	0.94235697	1.099834232	1.035567604	1.035322309	1.001611763	1.017195963	0.971805939	0.956690707	1.164768773	0.946759521	1.032001191	0.913411047	0.958757471	1.072520501	1.044126473	1.092205177	1.014770989	1.018214083	1.164761573	0.808805103	1.03033091	0.958491624	1.029425347	1.192556944	1.111630633	0.8984743	1.108078279	1.003590876
PFD0250c	1.0008846	0.97932934	0.913164357	0.931590606	1.162827773	1.04726905	1.044661136	0.955790525	1.03051177	0.962025243	0.985736513	1.072370201	1.114901709	1.066256954	1.02466568	0.932890446	0.962696234	0.927485164	0.97334173	0.919287679	1.023051914	1.073310707	1.193472123	0.969769398	0.998253524	0.96509773	1.063524554	1.086315564	0.976115817	1.165214639	0.969461641
PF14_0416	1.05404767	0.981237569	0.96597079	1.062555224	1.003421718	0.992712541	1.020084453	0.871290215	1.006118013	1.046515665	1.029713367	1.052315294	0.902469666	0.943892498	1.038635138	1.008144862	1.079134724	1.134440393	1.07206976	0.964136068	1.011342177	0.96247246	1.001702251	1.002227467	1.035282295	1.045060239	1.151714342	1.04849743	0.853840365	1.14298249	1.006817303
PF14_0519	0.975996197	0.894729207	1.12260922	0.960835847	1.035918491	1.019695349	0.966835664	1.019169009	1.023392236	0.966080202	0.984117125	0.907309754	1.056180365	1.003985697	1.196900265	1.201253289	1.025140009	1.055378705	1.002442195	1.063080376	0.936181808	0.818818691	1.15860284	1.093675707	0.994447369	1.02815049	1.104559343	0.978751058	0.951142969	0.93932282	1.005829949
PF07TR001	0.938653884	1.267379143	1.404497383	0.763442179	0.911447335	1.049326163	0.820493658	1.055424816	0.772759629	0.96276403	0.674980697	0.524081615	0.887647258	0.971046299	0.861357454	1.349492882	1.342520466	1.489526078	1.014101961	1.264612031	1.214934592	0.474717644	0.507941274	0.879456314	1.052849415	1.19047464	2.051186727	1.329074278	0.489965737	1.455179564	0.519176842
PFI0990c	1.019856662	0.963537703	1.062626307	1.042113808	0.888320629	0.958174605	1.03396371	1.018298317	1.009998334	0.984430669	0.997760232	0.772767388	0.880626118	0.953864464	1.141668429	1.242951012	1.065120231	1.148760995	1.075801947	0.944078617	1.029429562	0.893796299	1.266020297	1.069799207	0.931410164	0.991193285	1.17278769	1.051223246	0.845146515	1.048041655	0.986132027
MAL8P1.33	1.000325565	1.044080668	0.981325938	0.949799815	1.001035496	1.041636853	1.000400538	1.034875944	0.974946455	1.015626342	1.004775024	0.727191556	0.842323291	0.983787291	1.110648482	1.288038345	0.964777987	1.021049925	1.004154612	0.957850036	0.969747421	0.764304658	1.81405264	1.069079716	0.910150603	0.957201443	1.256086689	1.051459844	0.792503671	0.972304418	0.984067692
PFF1235w	0.955554541	1.015962576	1.245657272	1.016693044	1.174523757	1.015777899	1.007362961	0.715170705	1.047216562	0.950610204	0.987773851	1.118861547	0.981246843	1.005886977	0.942323399	0.932956335	0.926032059	0.91533815	0.885365875	1.072900327	0.965035938	1.158531327	1.419617757	0.805946997	1.05693614	1.019672617	1.014367102	1.009442334	1.050256626	1.065545042	1.010922496
PFL2270w	0.992504083	0.949880995	0.880682008	0.95011666	1.02083501	1.012772763	0.997073938	1.071036788	1.04646278	0.982738109	0.988383213	1.107458812	1.210550957	0.919555396	1.047795662	0.898864464	0.947838694	0.931142046	0.940714132	0.975986146	1.019527616	1.17582817	1.0866644	0.949089442	1.047351819	1.025048331	0.990574104	1.034142842	1.008706081	1.224553037	1.055367654
PF14_0351	0.921511061	0.924119522	0.799589664	1.042207904	0.987965959	1.060923415	1.077850078	1.098132855	1.075653563	0.963271174	1.001816979	1.13655804	1.066068545	1.001487589	0.928069329	0.804790159	0.925255391	0.797292937	0.908501837	1.080577385	1.128858774	1.147648448	0.915078149	0.80449576	1.080269148	1.039165939	1.277155615	1.197308844	0.823353786	1.235716296	1.238288816
PF14_0112	1.053661734	1.007905014	0.942302375	0.965513321	1.097579634	1.092589996	1.118306746	0.791558007	1.112271013	0.969418866	0.96133416	0.924138165	0.951156122	0.972451194	0.970336345	1.168989787	1.044217558	1.037729543	1.092592916	1.122742378	1.004664611	1.007489878	0.970920137	1.080207443	0.999450314	1.011265702	1.237128774	1.067912082	0.770047343	0.938491996	1.004055769
PF11_0176	0.878720848	1.01231782	1.094834016	0.870293014	1.268540755	0.862481031	0.908623806	1.120441529	1.007177361	0.920844302	1.014967085	0.749762156	0.969328583	1.045834659	1.383114919	1.202727245	0.945308758	1.127689101	1.00168248	0.971364638	0.9906471	0.89820203	1.622251234	1.085924734	0.862386079	1.042289762	1.022379266	0.928443175	0.865354768	0.916586419	0.897841201
PFE1445c	1.051081111	0.988459087	0.888456717	0.97689383	1.03558971	1.064797313	1.042826069	0.909546098	1.063459155	1.007395185	0.982653332	1.077186185	1.133377603	1.029353654	0.973931959	0.932281709	1.011744849	0.927530383	1.019990372	1.011015819	1.000686332	1.083025087	0.795233968	1.012317184	1.132334126	1.060418231	1.031274449	1.034850094	1.011917012	1.059574638	1.138422829
PFL2435w	1.016486874	1.01967608	0.996833689	1.186894752	0.965454273	1.123936141	1.06928597	0.705998531	1.113051624	1.019299429	1.015450893	0.866258774	0.823376509	0.945913456	1.219595933	1.070197364	1.050132277	1.156459549	1.134379067	1.020238245	1.075260442	0.760794161	1.095952495	1.106734803	0.902798585	1.01979544	1.12349056	1.02626056	0.851311245	1.083613707	0.922437787
MAL13P1.183	1.007914485	0.935308797	1.10651401	1.049709345	0.744973459	0.897210917	1.042982992	1.049521331	0.979540126	1.013646252	0.956853146	1.099289587	0.978098422	0.955920067	0.956032724	0.855238962	1.157023828	1.026443279	1.1248478	1.025624744	1.00408588	1.449656253	0.584160889	1.028787889	0.954725091	1.115774398	1.166925944	1.106517149	0.927537152	1.059306553	1.126964223
PF14_0569	1.023498241	1.011246615	0.914478144	0.959062338	1.070178646	1.105809671	1.023162574	0.868151322	1.080599711	1.008575997	0.982575487	1.13870345	0.918587753	1.097478016	0.867687951	0.917895476	1.010989849	0.948953359	0.993109107	1.062407795	1.007111276	1.276787515	1.157805426	0.943165394	1.046063928	0.999362642	0.973014628	0.991113046	1.136472479	0.943624697	1.008481461
PFF0210w	1.03441773	1.016231075	0.980760019	1.035246398	1.051330208	1.096966342	1.066315479	0.799194795	1.076180848	0.975629422	0.983566099	1.068346383	0.978705385	1.103478201	0.832198632	1.056253928	1.048386961	0.964714089	1.031464832	1.053303252	1.030398401	1.119696042	1.135816617	1.004805347	1.017491824	1.022042822	1.050192399	1.020252833	1.030724301	0.931544201	0.870462609
PF10TR004	0.87479724	1.067570063	0.827190035	1.042535788	0.9682004	0.990463223	1.093020202	0.937341776	0.911334105	0.993956429	1.005275407	0.850118696	1.191153177	0.977302562	1.283772444	1.11278491	0.829981105	0.907826337	0.84238846	1.089742986	0.96701861	0.848815753	2.027325988	0.905449668	1.060446354	1.068000538	0.727178179	0.911863429	1.136278838	1.036161243	1.000541718
PF11_0371	0.961320696	0.993638725	1.066268024	0.995196511	0.861486482	1.010817647	0.958343407	1.092487833	0.929769484	0.953492186	0.965523367	0.764538678	0.855590762	1.033625695	1.077452534	1.306156352	1.068075087	1.174608805	1.121979024	1.055048721	1.082851965	0.806673059	1.337599035	1.077836922	0.857431842	1.027061946	1.178078166	1.081405827	0.786628274	1.075049671	0.929741414
PF14_0444	0.995035202	0.980520256	0.966678724	0.959423106	1.124557477	1.00026173	1.002977988	0.967496207	1.011841131	1.012663387	1.046511451	1.346366481	1.179348441	1.096612676	0.94799666	0.829520458	0.873804746	0.777133752	0.811617008	0.923243509	1.05709309	1.090697382	0.767984257	0.879144568	1.189840732	0.990628556	1.253408702	1.133945125	0.854699316	1.341010875	1.072646577
PFI0830c	1.034831295	0.977542457	0.985100071	1.023466827	1.034808927	0.990223914	1.045454579	1.009868583	1.078891445	0.963991194	1.005428305	1.043443803	1.008391228	0.985085283	1.021543821	1.019192964	0.990833275	0.957246061	1.024699508	0.961078328	1.026299706	0.988690028	1.021121654	0.9999641	0.991684056	1.085125076	1.17522747	1.100056374	0.86935407	1.071163608	0.994248649
PFL0580w	1.03461959	0.973157076	0.804379004	0.919812268	1.066627849	1.031638523	1.08117554	1.055788958	1.066812978	0.962248763	0.959717871	1.02443096	1.083232719	1.047581976	0.990941568	1.02311398	0.999827461	0.973524804	0.977334612	0.950940935	1.04613559	1.084581297	0.826759078	0.996913597	1.025742803	1.033599382	1.281955714	1.145972762	0.834861048	1.191143341	0.989054941
PFL1760w	1.007906382	0.991329776	1.319217385	1.00823878	1.041949745	0.988533595	1.0326649	0.784841457	1.093800909	0.918881345	1.030019008	1.126921851	1.171988616	1.062525722	0.8475088	0.940344482	0.905166027	0.855434282	0.867816309	1.024926565	1.046061404	1.085995367	1.342980697	0.994821791	1.076366981	0.99888715	0.884329358	0.960910551	1.121589711	0.9535552	0.998098461
PF11_0483a	0.948477657	1.317737727	0.81066701	1.102299386	0.979233755	1.264822244	1.012753337	0.68928431	1.05180428	0.902020763	0.986279758	0.844623879	1.377557038	0.843694195	1.208447495	0.801483241	0.784139203	0.740100502	0.749650826	0.900045545	1.114095695	1.047833002	1.644818799	0.794675292	0.845405478	0.929498767	1.239867967	1.212855482	0.893532912	1.376059642	1.069402056
MAL13P1.202	0.962232141	1.011784207	0.952148406	0.975944957	0.931230376	1.009301294	0.935241826	1.130924171	0.985119906	0.958631952	0.97912606	0.984285131	0.876435693	1.069032456	1.030124448	1.171780797	1.051290983	0.991780894	1.047306959	1.065183133	1.075081552	0.98812811	1.123642233	0.99980086	0.922703133	1.049243524	1.22820681	1.082971734	0.846501826	1.083381808	0.964419059
PFB0105c	0.887887973	0.974707205	1.396670582	0.919075853	0.771533669	0.900233859	0.972739668	1.176367332	0.908989495	0.91096646	1.01183475	1.282465703	0.896786859	0.971431697	0.994170151	0.87132418	0.762439657	0.88762027	0.750361402	1.02741476	1.030710248	1.382053059	1.314996831	1.102841344	1.149313898	1.13621296	1.203841357	1.148578802	0.873145258	1.144018614	0.721541663
PF14_0696	0.951129965	1.051664899	1.066393345	1.065478477	1.049120041	1.116816475	1.024105309	0.875892283	1.053763875	0.965913949	0.974836642	1.000862736	0.967552368	1.065651172	1.151474459	0.976286557	0.954444608	0.920064364	0.889549942	1.20876854	1.049064027	0.993264007	1.328843083	0.931879856	0.900109857	0.974063838	1.084935924	1.029008077	0.924344695	0.969675463	0.966864716
PFL1275c	1.023754597	0.999180441	0.822538736	0.99372114	1.150154265	1.07429847	1.001488161	0.905767173	1.075491619	1.024143606	0.992934905	1.208500551	1.01974879	1.002509661	0.945266281	0.862031771	1.009019799	0.935218033	0.985555169	1.009600957	1.080952741	1.068123062	0.713569076	0.902012576	1.091936193	1.08201358	1.321088722	1.128209473	0.863363269	1.171688403	1.017624476
PFE1085w	1.016107618	1.035978091	0.889026176	0.958117292	1.200582411	1.055466665	1.077292614	0.831998198	1.056250815	1.039979822	1.008693726	0.824277491	1.188017646	1.077011896	1.144369081	1.182171637	0.934205486	1.005160061	0.968272056	0.880153011	0.945139216	0.815587778	1.355810926	1.070282966	0.971333793	1.009266095	0.868765141	0.933141489	1.095239756	0.964082504	1.079518703
PFL2155w	1.047984303	0.930053325	1.14348553	1.021121722	1.112706823	0.978582053	1.081365575	0.804308338	1.066985806	0.949295552	0.958406505	0.953259762	0.930963619	0.930244613	1.053470347	0.93596839	0.934897205	0.88633867	0.891190526	1.08749001	0.965132415	1.032302931	1.916976666	0.903374638	0.899376157	1.004788607	1.096640265	1.065425331	0.955818462	1.058835425	0.884489919
MAL7P1.30	1.056437068	0.979275784	1.130253999	0.963883065	1.077948862	1.13109021	0.99132441	0.76076837	1.050413041	0.96887942	1.011892468	0.849917723	0.887926499	0.991316396	1.270090512	1.095501465	1.023853922	0.973260019	0.952951521	1.016403118	1.080818153	0.867054399	1.275873938	0.961473929	0.931473999	1.047710569	1.110770347	1.054817632	0.838602147	1.143068559	0.984861818
PF11_0117	1.110917315	0.946339434	0.78864561	0.96065988	0.911507343	1.026082292	1.15121177	0.953503992	1.070632422	1.000296139	0.917589345	1.027268289	1.07351621	0.853469142	1.061316322	0.965092608	1.097539695	0.920501125	0.971435469	0.936843516	1.033542861	1.161713881	0.419678908	0.963549064	1.067687664	1.059643492	1.45904385	1.266204605	0.712457999	1.328071764	1.262840218
PF08_0089	1.053738491	0.998695413	1.087702962	1.014437761	1.102240787	1.034671586	1.048839838	0.796224672	1.017092998	0.993987584	0.975082326	1.150963237	0.954089228	1.006096493	0.878201327	0.906569918	0.991224777	0.963029018	1.049418756	1.071789377	1.025328294	1.072649115	0.992393037	1.001827362	1.043946414	1.02232309	1.065893641	1.020364487	1.080091962	1.037831856	1.021974075
PF12TR016	1.125829044	0.887670374	0.957975667	0.998696991	1.091057332	1.051919517	1.140133929	0.774715307	1.056084674	1.138876135	0.965042161	1.186572812	1.556227616	1.225124176	0.884339043	0.673168717	0.674574703	0.572899181	0.557891539	1.078438545	0.924338455	1.156151992	1.83159689	0.784797481	1.015054294	1.130463817	0.72604184	0.925234243	1.164569546	0.878577399	1.344315479
MAL8P1.8	0.976374517	1.094651772	0.929086988	0.975001948	0.995164697	1.005947044	1.009140532	1.021957546	0.973839828	0.932701949	0.930670001	0.888156706	0.940850531	1.056064515	0.983853904	1.244940835	1.008141346	1.047325866	0.984119678	1.112541137	1.010907083	1.057369099	1.154598226	1.051557966	0.988905854	1.042608516	1.084593718	1.063985247	0.928919729	1.048245391	0.935964061
PFC0880c	1.06125484	0.902054569	1.019381388	0.991742487	1.113845509	0.874758114	1.055630377	0.946651832	1.065609266	0.942235265	1.031939377	1.142409497	0.980095601	0.954738283	0.975681253	0.910724176	1.053666383	0.992615708	1.002770038	1.026463499	0.907737777	1.101491737	1.758520417	0.877597358	1.015809203	1.058714387	0.766151993	0.918877954	1.204537026	0.882419295	0.941801406
PFD0145c	1.091814454	0.997689049	0.963724866	1.013568168	1.112353637	1.027628834	1.068382576	0.869935619	1.041936887	0.997210615	0.970999279	0.960867018	0.964105699	1.019077405	0.971402629	1.08850142	1.055033222	1.059185458	0.98572597	1.029597175	1.016855275	0.954694135	1.240817923	0.961987645	0.992262813	1.051786232	1.099853506	1.030633316	0.799955404	1.0436	0.996377585
PFL0770w	0.985591555	0.959737593	1.005746663	1.023588638	1.004157084	1.04316597	0.97896992	0.956025292	1.022352226	0.991957954	1.017111837	1.021408269	0.960305579	0.990442488	1.010008514	1.009295345	0.941128686	0.914620079	0.968473282	0.99455765	1.033849598	1.145015397	1.254468258	1.004093277	1.098573276	1.014522037	1.057373307	1.041640816	0.973427629	1.05151578	1.004431489
PF14_0632	1.040272989	0.974262292	0.819023148	0.96262275	1.09680002	1.048492589	1.008254637	0.994624432	1.056917347	1.021336064	0.989401276	1.262682931	1.036653925	1.008425941	0.789201811	0.872959795	1.141573028	1.026868784	1.088093406	0.978357035	1.064375402	1.309465706	0.525130874	0.930538405	1.072467547	1.018981525	1.09320782	1.076733562	0.981773708	1.143525384	1.044412749
PFF0355c	0.916080685	0.891924562	1.0216004	0.855502901	0.958103414	0.990683225	0.984675176	1.319321077	0.99346937	0.890046286	0.945080488	0.902978366	1.016465498	0.994135639	1.103348488	1.190238331	0.950577117	0.914595273	0.919667052	1.077239581	1.045161326	1.037359436	1.295280883	1.077296092	1.018953977	1.033580919	1.076152274	0.995112884	0.846372765	1.051347025	1.16479676
PFD0940w	0.877890385	1.081131921	1.084424558	0.855647828	0.945858475	0.9109569	0.853130299	1.39531578	0.795213476	0.879814253	1.041635666	0.779749678	0.855178777	0.927634504	1.109989593	1.255992725	1.088549321	1.153315839	1.086998399	0.960789018	1.098933216	0.771682378	1.373285433	1.112438855	0.882092664	1.030265566	1.155112974	1.086091113	0.890513732	1.223071243	0.914223795
PF11_0465	0.98567312	0.981894183	0.899603651	1.022723275	1.032056276	1.000062031	1.027188635	0.992442556	1.028274411	0.983515645	1.020689722	0.895121082	0.879947292	1.048097354	1.134072955	1.275133314	1.061112758	1.079608309	1.051816123	0.999131323	1.035702256	0.894012746	1.28419473	1.151776474	0.861769244	0.995380776	0.989233368	0.974715467	1.018389927	0.923014803	0.950364654
PF07_0078	1.020935827	0.910582654	0.874337867	0.964179816	0.893506415	0.987258058	0.985266447	1.23718828	0.9871201	0.945220197	0.999059636	1.006498963	0.975299539	0.969725482	1.083645293	1.039587853	1.062377441	0.967046091	1.050005155	1.055556788	1.047732927	1.013935507	0.901394502	1.058216219	1.065892237	1.093780254	1.148773611	1.079730834	0.835938293	1.115959318	1.100949561
PFD0795w	0.995208498	1.001242466	1.112415345	0.944478519	0.993362641	1.008439876	1.004457909	0.960449803	0.991658945	1.000859789	0.98917311	0.999546757	0.918870112	1.009948139	1.070756822	1.036561459	1.061114624	1.056652961	1.070910036	0.962242807	1.080278751	0.897870212	1.027350229	1.031408549	0.931752214	1.060973919	1.186084503	1.070050264	0.826753249	1.15715709	1.018595769
PFL1785c	1.04899384	0.906867228	0.876632154	0.965246683	0.978034654	0.973781324	1.232033032	1.007216728	0.980984583	1.059191192	1.022134206	0.842940335	0.97260628	1.033604412	1.28689981	1.20656122	0.866587591	0.934016006	0.903913255	0.938762908	0.89324179	1.015391028	1.835638509	1.184341242	0.884448695	0.996216702	0.709397506	0.914741085	1.230752456	0.763691236	1.011739934
PFI0655c	1.039491853	0.964666019	1.279158582	1.111368641	0.84839505	0.891970075	1.005671787	0.970953945	0.95966226	1.083692891	0.982638909	0.857928232	1.146841557	0.939573609	1.279449101	1.059371	0.937400338	0.953820069	0.927872797	1.060356702	0.869927752	1.001370034	1.353740413	0.986043622	0.9834582	1.006496754	1.043361974	0.993894958	0.854837482	0.952632218	1.130472258
PFI0430c	1.073865323	0.934289096	1.234017348	1.042239517	1.04669239	1.049533312	1.197149647	0.748905488	1.05928983	0.969392815	0.962175235	1.02750922	1.286171586	1.008402941	0.824707624	1.059594807	0.86152015	0.813780088	0.851981181	0.9945916	0.989867419	1.143055389	0.969909699	1.174371327	1.026757207	1.037795014	1.017678834	1.043235638	0.960720472	0.908265902	1.158871821
PFE1275c	1.074753109	0.995082523	0.943466766	1.090893855	0.953845325	0.95608003	1.125819617	0.906569995	1.024540343	1.032784496	0.950773345	0.988452606	0.890721258	1.024085431	0.92061793	0.974393303	0.918084173	0.945268832	0.986728672	1.036960426	0.996975009	1.086951011	1.287830015	0.955105749	0.877790031	1.085347421	1.406259651	1.192476644	0.774766253	1.127636181	0.94482302
PF14_0689	1.022597329	0.885106264	1.02159247	0.95150647	1.038723532	1.018476866	1.071306816	0.956838771	1.161689646	0.947409832	0.983443471	1.229005305	0.98111232	1.043389307	0.849090374	0.81439945	1.028862785	1.001339837	0.972737676	0.951885676	1.056825822	1.460822963	0.475463665	1.039427053	1.153628511	1.059989686	1.029879403	1.040721709	1.066338362	1.144675184	1.016512888
PFC0955w	1.012896398	0.965884259	1.035166329	1.000188276	1.038779823	1.035975002	1.001536293	0.968293114	1.026587449	0.995697419	1.013523722	1.101583917	1.019482506	0.984594609	1.036836537	0.876758965	0.971413152	0.951203885	0.935404025	0.944597974	1.074967778	1.128690687	0.900340967	0.900768929	1.191063265	1.05401021	1.157657766	1.0739165	0.873104438	1.145858788	1.057926866
PFF1015w	0.996329433	0.979922054	1.097435801	1.004876476	1.058155007	1.08023021	1.00256969	0.817225176	1.090009909	0.977218104	0.996602767	1.10066583	0.898836689	0.925445967	1.002754292	0.939799689	1.001131447	0.997780282	1.014836575	0.982656632	1.053915729	1.025846695	1.1778894	0.899641984	0.996678279	1.009149706	1.299989835	1.131209593	0.762323469	1.12050563	1.033073736
PFD1240w	0.927414603	1.408110068	1.161953091	0.983830781	0.990272055	0.767540566	0.870052614	1.164918119	0.808343222	0.950814615	0.713094088	0.530504899	1.099459167	0.907716001	1.052680758	1.070706262	0.970355692	0.848544936	1.113791205	0.834061832	1.176132626	0.65579125	0.271554597	0.970328601	1.183255873	1.251116846	2.791107424	1.461648932	0.322333488	1.582793513	0.633170486
PF14_0619	1.043379093	0.947157893	1.084364749	0.963621494	1.048186485	1.098764104	1.030417762	0.824851227	1.116980084	0.988446805	1.01294755	1.08452511	0.907192107	1.025278688	0.947805733	0.868260583	0.986013804	0.94522801	0.969014144	1.000027052	0.978994009	1.267108901	1.208044544	0.939277884	1.159163444	1.044831525	0.933949008	0.99123736	1.108818608	0.883995338	1.065465772
PFL1075w	1.061923485	0.983836843	0.934061482	1.06645021	0.991777142	1.09362149	1.078646515	0.820276984	1.092879395	0.992011184	0.928567719	1.223881837	0.907726045	1.054249669	0.780868003	0.912548009	1.054463193	0.968652933	1.046352785	1.181657595	1.042628423	1.231860941	0.854691594	0.982902913	0.997240685	1.010953285	1.17872819	1.114384845	0.885105766	1.026603147	0.973728312
PF14_0501	0.978087496	0.916429396	1.042379923	0.957060778	1.187975981	1.107216427	1.017914661	0.898460366	1.063444473	0.929936825	1.049742758	1.209687445	1.296226652	1.057646658	0.916658099	0.907022099	0.793363849	0.801655735	0.818374297	1.029522349	1.062671178	1.118933134	1.090955315	0.880480446	1.129219978	0.988033505	0.979093384	1.032090438	1.091805578	1.08956313	1.031164189
