PlasmoDBID	5-Fluorouracil	Proguanil	MMS	Artemisinin	Doxycycline	Atovaquone	Chloroquine	Chloramphenicol	Tafenoquine	Methotrexate	Geldanamycin	Rapamycin	E-64	Nelfinavir	Epoxomicin	Cerulenin	PPMP	z-Val-Asp	Fosmidomycin	Apicidin	JQ1	Dideoxyadenosine	Curcumin	Olomucine	Fenofibrate	SJ140722	SJ119930	SJ194935	SJ292024	SJ77572	Vincristine
NON_CODING_00072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR005	0.994192023	NA	1.583369568	NA	0.891002606	0.999226442	0.928962163	NA	1.042997585	NA	NA	1.391565629	2.390938281	NA	0.680448608	NA	0.615681974	NA	NA	NA	1.077008142	1.318296784	0.680284253	NA	NA	1.231934128	0.791619769	NA	0.77213574	NA	1.121844695
NON_CODING_00109	NA	NA	0.838824612	1.108689338	1.271216061	1.130264389	0.866014186	0.508159693	1.124427461	NA	1.014447851	1.162732031	0.9261329	0.809039153	1.157122844	0.989957277	0.837655109	0.729380184	0.855684241	0.993497963	1.361122261	0.937659524	2.722924101	0.809630367	1.09026971	0.93894196	1.44466565	1.313798673	0.828562254	1.631313772	1.065179667
PFB0090c	0.979466435	1.423416566	1.04407606	0.870434854	1.076425821	1.220291814	0.905900573	0.807444098	0.855368271	0.921070273	0.846997406	0.98936886	1.92795387	0.899895524	1.015399355	0.607542234	1.009459	0.954203116	0.961540157	1.00695987	1.383601002	0.837785249	0.072540194	0.638371006	1.583622194	1.343026996	2.41786291	1.673869132	0.122798209	1.602781981	1.37522833
PFB0095c	0.995725226	1.229086458	1.183253566	1.038905559	0.978682418	1.051806707	0.853459363	0.781683066	0.869470716	0.948590543	0.784797868	0.834517883	1.049474408	0.979552001	1.098799161	0.74574818	1.924510369	1.104090555	1.195413593	1.061312307	1.371433623	0.727553415	0.048777093	0.755128691	1.136127807	1.372430731	2.629288212	1.674273353	0.096591344	1.5769361	1.167785607
PFL2555w	0.992479524	1.179819194	0.965731328	0.969917858	1.278939166	1.207580538	1.069829929	0.493026979	0.945927805	1.091199099	0.895733381	1.271102308	1.608033977	0.87404929	0.976220246	0.425682077	0.860477307	0.808158678	0.863610209	0.995677413	1.345131027	0.969689232	0.173934536	0.533680448	1.714173878	1.248401517	2.172750724	1.670162272	0.249586726	1.666354972	1.742309586
MAL7P1.177	1.007528848	0.976233723	1.087107392	1.260149932	0.975206448	0.83517508	1.045730419	0.904256503	0.973891364	0.97037816	1.194778965	1.12570425	0.996794819	0.970767883	0.992655587	1.066828922	0.885174669	0.996609115	0.859349829	0.920054662	0.924933874	1.149218255	0.822006377	1.177884375	1.340630533	1.088804903	2.292457679	1.322691989	0.662141323	1.23210956	1.133589754
NON_CODING_00057	NA	2.777775596	NA	NA	0.782727025	1.156503654	0.781048375	NA	NA	NA	0.954540812	NA	1.444581594	1.198893711	0.996675565	0.996029599	0.924697695	0.886191869	0.849688696	0.799194459	NA	NA	0.848726431	0.702125729	1.228694447	NA	0.921104249	NA	0.779600816	0.959238791	1.365620838
PFB0100c	1.010477206	1.094939554	1.021144539	0.926351504	1.034734461	1.034431118	1.012595924	0.897592681	0.878805494	1.026638324	0.811272946	0.767748207	1.457340867	0.956033099	1.165524578	0.751965028	1.063002348	1.119559237	1.15631481	0.899209669	1.287500001	0.784314751	0.078879683	0.776743829	1.425372538	1.322863685	2.68192864	1.777689397	0.094036403	1.596948764	1.185159136
PFL2370c	1.167557018	0.974550718	1.005161529	1.123855117	1.032765928	1.002744148	1.139803914	0.697330877	1.078735523	1.062200103	0.885853445	1.116388805	1.065835086	1.115281932	0.962132046	0.737347357	0.91314021	0.945442414	0.890719033	1.0821619	0.98272886	1.571607206	1.39677408	0.985808514	1.097868868	1.215030824	1.420283979	1.246016975	0.724606091	1.171610295	1.215797816
PF14_0791	1.012598102	0.932898037	1.105412377	0.946266141	1.048948414	1.100048615	1.079532228	0.744002124	1.132222862	1.021659111	0.945979104	1.024965623	1.23471148	1.01024152	1.067657968	0.844905819	0.816510768	0.906269361	0.775754761	1.040345734	1.098696424	1.424301314	1.449710542	0.899931895	1.244964153	1.183380524	1.448226394	1.218078985	0.613121294	1.394697411	1.175368701
NON_CODING_00033	1.135887579	NA	NA	NA	0.882012735	1.225843505	1.007140371	NA	0.900912454	NA	NA	NA	1.565874077	NA	NA	1.126396215	0.75982658	0.808626723	0.702218856	1.178882907	1.082453001	1.126194568	1.280211036	0.81929306	NA	NA	1.278160412	NA	0.726439374	NA	1.518441322
PF13_0216	0.970435181	0.886188232	1.2337165	0.990132821	0.985527971	1.096859212	1.141916625	0.844516304	1.065903829	0.904540714	0.969934161	0.850987225	1.168874274	1.078953671	1.202263818	1.066477466	0.888027454	0.849353543	0.758030495	1.010672211	1.029568468	1.129243427	2.254320878	0.989753922	1.101399729	1.041727194	1.182072329	1.124280445	0.914657866	1.117132453	1.08709423
PFL0400w	0.872761712	0.872953879	1.153398953	0.959878217	0.942729752	0.867782315	0.932028421	1.170865588	0.93766389	1.621164939	1.066530573	1.17759821	1.747970208	1.049810669	1.277604957	0.894349779	0.711314291	0.765297414	0.799558075	0.902282733	1.025842619	0.975400614	1.753084443	0.965932437	1.015308629	1.057999287	1.063822573	1.054627483	0.876195345	1.166195606	1.18566211
MAL13P1.219	0.941473655	0.883438846	1.284917828	1.01633189	0.800008741	1.106920904	1.044054851	1.011006275	0.933502136	0.92836731	0.950816151	0.758732822	0.928013493	0.97785359	1.436945571	1.055068056	0.933983181	0.86279302	0.853437113	1.249854281	1.028746609	0.956287704	2.750175715	0.997984121	0.816064903	1.058690524	1.186384739	1.09912053	0.806661835	1.034265465	1.049170439
PFE1280w	0.929904531	0.869611539	1.639099167	0.978955586	0.955495947	0.965002171	1.019418379	0.929658067	1.006575649	0.965425364	1.08838576	0.900428749	1.148420616	0.890166021	1.24465815	1.038732203	0.965192567	0.961308233	0.928356878	0.875649118	1.027442523	0.905336488	1.735787727	1.041300353	1.116768883	1.055666441	1.273220811	1.146378695	0.843703529	1.246176909	1.04822625
PFB0080c	0.789949873	1.586389436	1.357135471	0.977522674	1.078490141	1.134553588	0.845750685	0.757380703	0.746083164	0.833585098	0.854282195	0.98802091	1.396035021	0.925254805	1.029999426	0.599194864	0.976033596	1.031850364	1.034220655	1.022790279	1.329620664	0.805793814	0.064000939	0.681876494	1.502220602	1.28289978	2.433101049	1.668802949	0.123692009	1.563548054	1.319622259
NON_CODING_00003	1.112973977	0.918252359	0.877247639	1.180331593	1.014546383	1.169298045	0.954439746	0.644461797	1.209101515	1.161841322	1.110842581	1.424126205	1.724691762	0.746385197	0.962966445	0.330296236	0.758934841	0.52312187	0.593795258	0.826057999	1.398459841	1.390025886	0.853196476	0.459011343	1.147756959	1.070497016	1.65566714	1.422713962	0.51742871	1.828166803	1.752753144
PF08TR003	1.002710289	0.91839919	1.359348215	1.025028684	0.906867355	1.097620933	1.136974458	0.631974229	1.089496539	1.060045655	0.936037482	0.935685176	1.148697754	0.963993633	0.993890709	0.801341335	0.99991272	0.957465712	0.976624773	0.875288701	0.994109086	1.200282704	1.580205312	0.914705695	1.041942945	1.20581484	1.528411008	1.343791093	0.674839971	1.330083787	1.100624833
PFB0501c	1.168650133	0.88314807	0.793650269	1.041558598	1.112646105	1.03131459	1.256475113	0.788268404	1.102122076	1.070212143	0.956333248	0.954596704	1.368094331	0.999356391	1.296462311	0.896921786	0.885077129	0.661444977	0.639796391	0.902222717	0.967518047	1.083701749	1.679612648	0.856867576	1.113883304	1.072782781	1.312470331	1.248314302	0.762410721	1.4344602	1.339094503
PFB0085c	0.921968604	1.325479004	1.096742337	1.139496778	0.802084568	1.10217766	1.045467506	0.738797353	0.844348629	0.981836239	0.854606607	0.887191903	0.991170157	0.959984534	0.949355567	0.96255707	1.10335653	1.147305529	1.143515683	0.997231002	1.307133623	0.646062925	0.172690091	0.784644364	1.813118868	1.472730329	2.346449238	1.67175629	0.092638974	1.509446921	0.867716278
MAL8P1.107	0.939057805	0.976247511	1.074674865	0.892643498	0.955899997	0.947421189	1.197489315	0.824111493	0.927469349	1.044966364	0.86617531	1.078774965	1.537159104	1.070207244	0.849023465	0.851795934	0.759418185	0.682309901	0.611729615	1.279941059	0.911819097	1.555597606	1.085259706	1.008727699	1.408010603	1.17680668	1.418745351	1.21315513	0.666063017	1.211766152	1.644742599
PF08_0009	1.137205921	1.002967751	1.136847201	1.025836347	0.993190527	0.981413223	1.130607615	0.783604211	1.013838178	1.046010288	0.871688309	1.039391289	1.294601376	1.047928837	0.871512306	0.889519767	0.926147454	0.973477263	0.920654249	1.158528983	1.007262658	1.681489056	0.958195734	1.010165382	1.093103946	1.146909724	1.30448963	1.168174094	0.727810371	1.106244014	1.207889814
PF14_0366	1.142895235	0.979355842	0.767237128	0.955572006	0.910708234	1.043538194	1.178076376	0.872882172	1.082112332	1.078499274	0.869003665	1.208518344	1.501836193	1.022055085	0.651795514	0.711880254	1.044155203	0.866207778	0.941850778	1.112437618	1.052393364	1.632386946	0.382212643	1.072138825	1.22429349	1.207412201	1.47179762	1.234930959	0.680255859	1.315938803	1.440709541
PFB0467w	1.063279587	0.981065904	1.376921102	1.0415359	0.875675783	0.982987968	1.036651715	0.749491385	1.022294359	1.077853614	0.920618373	0.999395986	1.130332323	0.991328724	1.03163003	0.87985439	0.988859833	0.942134104	0.954902365	1.015077887	1.024779963	1.407735717	1.117703283	1.052488147	1.021886279	1.216465714	1.532738544	1.231917469	0.660435219	1.149393284	1.170655183
PFE1315w	1.052148626	0.950876115	1.037967756	1.02337497	0.97808478	1.142840464	0.977884442	0.784101303	1.1207176	0.990688538	1.001387456	0.79635815	0.826765208	0.914895367	1.038859588	0.983235716	0.884922949	0.934323827	0.95755665	0.985180911	1.164115134	0.984509921	2.762787781	0.91634299	0.911857004	1.014532577	1.260349059	1.196976874	0.805483893	1.331380179	0.897827389
PFL0375w	1.036700392	0.963448368	1.105783411	1.007630273	1.100302745	1.098013885	1.090010379	0.771827398	1.071268297	0.975816043	0.96406706	1.1308927	1.29910431	1.197228244	0.970125148	0.769508003	0.827068539	0.793773636	0.767382107	0.921969619	1.095554466	1.181968135	1.344473644	1.038626749	1.287278529	1.193076783	1.279705253	1.120959003	0.741334888	1.215329676	1.244343242
PF14_0317	0.997191044	0.991422985	1.226988519	1.009758359	0.944332884	1.102678876	1.105170872	0.737607166	1.033002142	1.022708804	0.916476657	0.982200943	1.212859131	1.056519207	1.133202039	0.920838878	0.874998402	0.81013085	0.824064696	0.969684021	1.046984315	1.290042611	1.048232987	1.038601579	1.270351346	1.114908378	1.448827547	1.221201904	0.686327242	1.283138379	1.260761736
NON_CODING_00017	0.884783772	0.866427573	NA	NA	0.945143649	1.322498111	0.884773447	1.156879616	0.855432271	0.82290876	1.107994144	1.281795946	0.803606267	0.887917411	1.09913535	0.886674338	0.830252142	0.879203716	0.787991637	0.839919158	1.432535434	0.921122363	1.70391847	0.841802139	1.140388407	0.968062034	1.353245582	1.221400821	0.548853854	1.96540159	1.231341744
PFE1173c	0.99016906	0.96864142	1.026948521	1.011235596	0.898870215	1.177515697	1.128003115	0.929135954	1.037148208	0.956988123	1.014753733	1.070914719	1.070906019	0.865666677	1.304906304	1.01753562	0.800732235	0.723036676	0.743244441	1.103089108	1.00685927	1.078663304	1.959846435	0.968863851	0.929833094	1.081984326	1.220283609	1.143631291	0.745956234	1.276416754	1.31934643
MAL7P1.230	0.929617279	1.284722254	1.367091325	0.84774038	0.951257683	1.220472812	0.852152243	1.024756987	0.932535011	0.830269217	0.715468437	0.375229135	0.745645161	0.944434679	0.967506002	1.446742569	1.599426261	1.686004062	1.204760994	1.032075998	1.256446209	0.415688086	0.399200708	0.908385201	1.012937926	1.345466849	2.565193508	1.463575156	0.353032092	1.453365228	0.433402426
PFA0540c	1.026336758	0.810844671	1.451330628	1.021664348	0.978442706	1.066768774	1.157828923	0.674384667	0.989467567	1.131676505	0.971309802	1.05090197	1.070272535	0.999961814	1.036620248	0.896262855	0.913592599	0.830841799	0.804845329	1.019222817	1.020224664	1.265803769	1.626796528	0.864890861	1.015300165	1.059357817	1.345021119	1.224536992	0.787255269	1.188559019	1.257936099
PF13_0032	1.080719211	0.983806948	1.209832436	0.986044171	1.087391166	1.083568721	1.126222472	0.641893323	1.067153232	1.012742557	0.932302183	1.267922005	1.633460415	1.067432734	0.79853494	0.77695005	0.752122772	0.671175213	0.773742939	0.964366986	1.081060193	1.219968021	0.704359687	1.273156118	1.163505632	1.122471742	1.589325879	1.318887542	0.665472573	1.276554209	1.220379589
PFL0680c	1.063036656	0.996821422	1.06535564	1.08455937	0.780831514	1.083907034	1.044833691	0.894639161	1.016425774	1.060404173	0.942498232	0.988876797	1.152000791	0.982910382	0.999455796	0.882293366	0.991055219	0.884223044	0.977388114	1.017215911	1.06391157	1.031741919	1.426703022	0.950308776	1.100889324	1.103159139	1.447167273	1.246695275	0.720281329	1.380080532	1.171164826
PFI0230c	0.980247217	0.964930261	1.307778229	1.067494549	0.855792183	0.9152908	0.936211388	1.082440776	1.020197512	0.961666811	0.993485221	1.075740779	1.363519112	1.015202287	1.178008621	1.001646495	0.952587787	0.937326446	0.890053651	0.948999279	1.084178844	0.984726437	1.176769441	1.003341999	1.155209245	1.091456497	1.292419262	1.142615268	0.749717881	1.296164102	1.118218438
PFL2300w	0.898276427	1.33619125	0.881523565	1.049224639	1.091322876	1.084563014	0.926263565	1.027452449	0.927405615	0.829238855	1.038154678	0.99439311	1.152436264	0.96365383	1.035454961	1.073962085	0.927754226	0.923297214	0.938192682	0.913939977	1.089139935	0.89077987	1.631209541	1.030370666	1.135956642	1.067400981	1.356912487	1.159585821	0.774578103	1.324318641	1.067209313
PFL0973c	0.874640547	1.078656796	1.137917434	0.939562066	0.934117657	1.438364901	0.89133193	0.73875929	1.130624856	1.113752877	0.95725322	0.744779627	1.033599703	0.976847412	1.344389296	1.171442117	0.973072564	0.972890733	0.921400594	1.020616634	1.012345318	0.759292909	1.62709165	0.929729883	1.086657664	1.01806071	1.365308615	1.171382568	0.759977292	1.345875394	1.047573615
PF10_0207	0.96938392	0.906420544	1.282248062	0.878379656	1.139569194	1.134529206	0.998273524	0.843914918	1.035343763	0.955462557	1.088719173	0.810826356	1.232340569	0.957549566	1.15530319	1.223008652	0.922882869	0.965927974	0.917710776	0.851364839	1.242981961	0.710597367	1.794279202	1.052106914	1.006300742	0.91686731	1.247753366	1.121572168	0.730436588	1.464188258	0.956280542
PF11_0365	1.171684861	0.938058364	1.027599766	1.136841765	1.007520763	0.878456565	1.199533254	0.688709374	1.071747094	1.123611939	0.950246497	1.06611526	1.30249144	1.024339979	1.055718988	0.77156299	0.852179315	0.816163202	0.814670313	1.090574083	0.993197179	1.226812887	1.358603087	0.916977703	1.082130515	1.157228984	1.376896996	1.204260322	0.711930491	1.208535459	1.284375205
PF14_0376	0.992779953	0.997371817	1.0970493	1.130991545	0.970841066	1.123127133	1.064187896	0.755416353	1.163486678	1.020365424	0.986385137	1.251205891	1.13375766	0.981915629	0.91632233	0.755604693	0.937937159	0.773588708	0.8961983	1.066175005	1.162958841	1.257644594	1.02540502	0.837727352	1.229654909	1.064345005	1.353228541	1.211149274	0.832074081	1.333534811	1.182112698
PFI0960w	1.136555671	1.038172384	0.893603823	1.120812147	0.930168237	1.070234004	1.157917168	0.6506601	1.083194008	1.122802828	0.901183872	1.096240186	1.296753569	1.050756401	0.890419269	0.75386796	0.959854523	0.939302608	1.005249648	1.08480853	1.061537043	1.440542484	0.975402805	0.925591741	1.052246885	1.15005143	1.327809711	1.229008282	0.707440603	1.135280341	1.302174338
PF14_0488	1.060318214	1.021183717	0.754963591	1.015359508	1.133125076	1.056446756	1.194616902	0.828106269	1.082992154	1.011100281	0.847810731	1.432822022	1.235145515	1.326359521	0.539215505	0.85254157	0.795485024	0.893821901	0.792182284	1.23192291	0.990308952	1.794891404	0.480460531	1.159933151	1.305126189	1.166643632	1.325355855	1.128295949	0.81893744	1.130157569	1.080152907
PF07_0113	1.057226797	0.937670929	1.263625507	0.993039621	1.010360513	0.989383968	1.046097521	0.792611961	1.02699264	0.958132039	0.925160617	0.951365176	1.082987589	0.980069706	0.956401003	0.914692006	0.91181963	0.987707731	0.96658393	1.063877477	1.104041626	1.414367511	1.527438519	0.913058292	0.96077018	1.147698937	1.433842906	1.24736553	0.645819359	1.172832153	1.088323702
NON_CODING_00105	NA	NA	NA	NA	1.36579223	1.022301636	NA	NA	NA	0.911887221	NA	NA	NA	0.852774286	1.326914337	1.01313233	NA	0.635870362	0.54221527	NA	NA	0.936173888	3.518107462	0.883826119	0.836903749	0.765170616	0.581594043	NA	0.832174089	NA	0.731968473
PFF1085a	0.81841561	1.429770847	0.995699081	1.30778823	0.822478504	0.915031517	1.13983521	0.875044026	0.868991678	0.946629054	1.026597609	0.812091092	0.840035982	0.890489534	0.962454748	0.905617123	0.639213773	0.617496577	0.643724067	0.967607986	1.204400619	0.797412415	3.639362134	0.801598276	1.330155448	0.970873016	1.215854722	1.078128882	0.756484898	1.47577815	0.757072428
PFI0405w	1.026626677	0.948763314	1.535140225	0.982604679	0.995497603	1.051699097	1.05026583	0.671014829	1.033083996	1.020482997	0.965403374	1.176367534	1.597032822	1.032217576	0.938383881	0.664948469	0.747965628	0.68337331	0.686209969	1.032789389	1.124242684	1.357974155	1.078541252	0.853986858	1.196939657	1.143490121	1.234020808	1.184033285	0.781885257	1.316242228	1.339398243
MAL7P1.228	0.96571714	1.156686873	1.026808881	1.030790571	0.918379311	0.998389829	0.981694348	0.898838707	0.958321039	1.00725664	0.875725899	1.005248366	1.16861154	0.947381131	0.992263547	0.780500512	1.209057389	1.240870357	1.173061308	0.98863752	1.225989171	0.860946155	0.215882311	0.780165302	1.227297675	1.221588843	2.059283762	1.494461573	0.375950943	1.439406837	1.222205229
PFF0980w	1.187333019	0.937845761	0.886071783	1.04292812	0.989595688	1.128887334	1.066407121	0.789720451	1.151944771	0.901454253	1.040901437	0.944965026	0.933567873	0.92193647	1.002292579	0.969047375	0.919950809	0.938954044	0.979805387	0.933110438	1.089045019	0.94583744	2.128986753	0.922715155	1.014418188	1.006412926	1.289373609	1.178003648	0.829950332	1.392022757	0.983764108
PFI0950w	0.932062515	0.938736708	1.459689705	0.930311415	0.911377452	1.119160422	1.047360784	0.816892397	1.054392019	0.94414688	0.961718037	0.820656888	1.275693154	0.95943631	1.272641221	1.111271558	0.93456806	0.902680246	0.939869294	1.013491151	1.137443041	0.963171686	1.500216597	0.999201029	1.016925959	1.042357232	1.307888894	1.138910242	0.769533332	1.221323504	0.986402393
MAL13P1.239	0.979159735	0.975319989	1.014960202	0.898469463	1.162327808	1.14191455	1.076722902	0.854745666	1.096057542	0.949835407	0.99995545	0.953880975	0.999361647	0.998920061	1.002125304	1.01427377	1.009249608	0.937956492	1.014868303	0.994946767	0.983136439	1.070966413	2.05242181	0.970714425	1.000849006	1.102380861	1.198739557	1.141357109	0.828167765	1.04261821	0.962398677
PFL1540c	1.036788598	0.917424547	1.183314334	1.113943819	1.02396322	1.086418063	1.046023258	0.728624943	1.07644284	1.000145164	0.996473348	1.167217851	1.070752762	0.964162571	1.063747392	0.768178182	0.886618931	0.831804006	0.864314939	1.063968855	1.079041721	1.247593531	1.313248031	0.823303267	1.182548725	1.123297546	1.262335488	1.178904961	0.770413645	1.231988265	1.309886177
MAL13P1.47	1.044229348	0.945070825	1.10602236	1.005998928	1.06193119	1.022164704	1.058562138	0.763918287	1.054913529	1.022123041	0.959642123	1.012836893	1.233883203	0.994022599	1.069002297	0.881320966	0.889872172	0.901711245	0.823203579	1.04719989	0.996144078	1.422029068	1.593501609	0.860726194	1.052429086	1.094610153	1.197219532	1.15629435	0.811313288	1.111339418	1.213516678
PFD1135c	0.997717023	1.138748168	1.15666313	1.063802222	0.994759441	0.990175174	0.953896292	1.008805031	0.963726649	0.974444632	0.999273128	0.633844795	1.172607394	0.996665525	1.463834574	1.230616947	0.858599073	0.974848631	0.8618904	1.056236462	1.052462323	0.795274116	1.99854274	1.00754608	0.868107384	1.206134266	0.99528103	1.043249892	0.879364271	1.042011465	1.023621445
MAL13P1.141	0.961121685	1.051397387	1.194849281	1.050843088	1.072502173	1.137408213	1.043189921	0.757576494	1.095168508	0.926559445	1.004984686	0.968163302	0.979455649	1.09380333	1.161824782	0.846249293	1.117537161	0.72937304	0.876290828	0.944869728	1.048169817	1.204096321	1.624716618	0.926500772	1.055686148	1.074501214	1.203144989	1.157336451	0.951535927	1.118770128	1.021596957
PFD0993c	0.864227665	0.952535736	1.328342199	0.851648917	0.97693567	1.2914184	0.933322991	0.974906408	0.917909279	0.855162345	0.99623237	0.945688823	1.164473532	1.043763924	1.109010994	0.927306796	0.830866873	0.955818545	0.742350084	1.015407965	0.993957905	1.315005555	1.814854031	0.902510745	1.051818794	1.153566179	1.099960037	1.076372855	0.928242746	1.242503775	1.142437479
PFI0660c	1.052900684	0.970412624	1.249372658	0.943996449	0.968545201	0.954808262	1.083897297	0.841858987	1.047844753	0.981210696	0.950122046	0.909549589	1.026605702	1.039492366	1.307531395	0.997646597	0.974564856	1.018070149	0.941628147	1.002600889	1.061336066	1.146335598	1.383503842	0.977915638	0.902583675	1.189282461	1.359070468	1.142476536	0.729806758	1.194193257	1.045406004
PFI0535w	1.055916875	1.032928683	0.895093309	1.029373488	1.003636506	0.959138166	1.095593589	0.830308286	1.06925327	1.053721907	0.927571899	1.104376901	1.447196966	1.064687368	1.023618277	0.745202157	0.814786006	0.783152655	0.816939298	1.120463476	1.10484836	1.295897613	1.018000443	0.824995918	1.233391241	1.18346178	1.345739824	1.181937362	0.761298106	1.271048562	1.300373911
PF14_0600a	1.030361822	0.866351241	1.192472169	0.803566719	0.990349202	1.496182205	0.897211239	0.955204882	0.916032638	0.900289456	1.020551463	0.97541759	1.368461581	0.940369937	1.230787451	1.027518703	0.777757562	0.738455095	0.717124947	1.186049446	1.011803219	0.924214778	2.010461363	0.933073093	0.935632428	0.89727487	1.10481932	1.105702787	0.823698042	1.439385859	1.168000476
NON_CODING_00023	1.050372945	1.024858754	0.83072509	1.099916149	1.085876577	1.07871487	1.088193761	0.720973323	1.056525988	1.176110163	1.008523294	1.199924597	1.97626434	1.120412981	0.713115493	0.832078741	0.711476123	0.544406033	0.689934229	0.936421682	1.022718049	1.234001219	0.615779007	1.542427489	1.180940856	1.045699771	1.162388607	1.126365866	0.858979864	1.191734825	1.45132287
PF14_0369	0.9767754	0.978657864	0.9660321	0.973735995	0.969350442	1.153437197	1.133588295	0.858432689	1.137803773	0.92445313	1.041763055	1.009809846	1.164810689	1.008292197	1.028627023	0.937467953	1.042596203	0.938358509	1.065670436	0.92920686	1.163695971	1.164993341	1.34627826	0.962991263	0.907016536	1.022307448	1.27962515	1.140407433	0.950595755	1.286827767	0.913548821
PF14_0653	1.067216741	0.870184405	0.8578789	1.000540629	1.009176975	1.05654434	1.062727939	0.92040373	1.199549678	0.977883508	0.969097667	1.036746065	1.071863805	0.839418935	1.148999615	0.826315744	1.083593879	0.85517608	0.948133515	0.952969137	1.153902674	1.206675328	1.323542237	0.847708697	0.972948888	1.019992197	1.312077756	1.20732904	0.796059377	1.579939931	1.201916894
PF14_0347	1.006226362	0.899687721	1.171198465	0.944181713	0.969889341	1.211334883	1.13822802	0.757424473	1.102819952	0.952628464	1.019488416	1.019037668	1.037002839	1.04787652	1.134666748	0.911475737	0.965377396	0.916573799	0.927142217	0.979853634	1.031941727	1.073162085	1.906576302	0.926677311	1.004282475	1.152760606	1.157686029	1.115313097	0.828118641	1.049082538	1.012723272
PF10_0017	1.025966875	0.963913031	1.112345134	0.961756544	0.909542909	1.157292134	1.069940982	0.74518153	1.193067013	1.000538701	0.972803202	0.986182289	1.082270254	0.849498894	1.1001042	0.896773622	0.94191538	0.875202205	0.936943894	0.971876954	1.119108658	1.418100968	1.099587596	0.79991395	1.127294569	1.048213518	1.326144006	1.224416646	0.857400387	1.355072739	1.241600461
PF10_0153a	1.026827625	0.938107946	0.855317269	0.983507823	1.122784509	0.959774991	1.043488958	0.975443375	1.237485689	0.983597186	0.876049498	1.273499975	1.193838885	1.119567113	0.93273065	0.773757961	0.867284396	0.751633505	0.759348117	1.342291088	1.168052933	1.288730855	0.544829849	0.998022812	1.487054474	1.10748767	1.365972154	1.167777029	0.710409655	1.26420448	1.24594279
PFE0795c	1.111004128	1.003969388	0.858497277	1.015574646	1.09443254	1.032308814	1.208488405	0.731880863	1.088976969	1.032674089	0.884029217	1.294922605	1.302842498	1.153969845	0.690438051	0.741747453	0.943782192	0.838937003	0.909880952	1.023176257	1.043642767	1.634445341	0.362759942	1.085811706	1.293315723	1.264214527	1.353550002	1.165395181	0.778776189	1.147426581	1.272255542
MAL7P1.163	1.061276745	0.880165083	0.973985814	1.015688557	1.093416056	1.030889495	0.94763935	0.904053804	1.122699911	1.049036889	0.930421485	0.969424316	1.560931307	0.841985977	1.304999202	0.75222589	0.905510721	0.835835709	0.8441451	1.107301898	1.047312078	1.134623937	1.20283844	0.836312468	1.062896137	0.988263051	1.543831836	1.240413267	0.579903974	1.271640488	1.319105784
PF11_0121	1.088133563	0.997173211	1.172533744	1.126600482	0.873298007	1.059014114	1.062614031	0.773827075	0.975846444	1.071225706	0.983690972	1.117906968	1.206331067	0.851970826	0.983865979	0.647884719	0.967708574	0.909203169	0.92657563	1.064767457	1.086806529	1.285686362	1.253161434	0.846336623	1.039410036	1.03917066	1.267346577	1.197453752	0.830205405	1.440978633	1.209494658
PFF1245c	0.974478607	0.906913183	1.709160249	1.025016523	0.846377009	1.129717711	1.027468321	0.626333909	1.02376644	1.050611301	1.021139625	0.950245897	1.145685975	0.918368049	1.098459566	0.839147289	1.05835798	1.034237973	1.070524889	1.014457231	1.004467735	1.115233527	1.379498504	0.895632077	0.971904829	1.101403081	1.195260456	1.132086608	0.839087963	1.057888965	1.192993793
MAL13P1.30	1.083214639	0.977151284	1.14316831	1.074022468	1.079358248	1.070457261	1.036373667	0.66359214	1.123896025	1.018431763	0.946310294	1.065036193	1.324589728	1.066433227	0.878532766	0.877174352	0.982899018	1.008667865	0.974306763	1.064439898	1.091325544	1.245058959	0.932220473	0.929749258	1.015751088	1.139166501	1.343506411	1.206840805	0.808114913	1.175435999	1.00873129
PFL0235w	1.01320238	0.928482797	1.397775211	0.950665932	0.868766729	1.020322088	1.058247144	0.868449841	0.99022506	1.02215279	0.939106979	1.166679332	1.360759225	1.053587718	1.003911469	0.677297411	0.933196572	0.849236329	0.870922005	0.958979339	1.071916285	1.242881244	0.822890457	0.977611418	1.151503273	1.21287909	1.346450468	1.14747962	0.762716054	1.22242087	1.462402706
PFI0215c	1.059438122	0.917746791	1.135427065	1.041354551	1.062792725	1.032261133	1.127761969	0.739267214	1.030280825	1.084549969	0.911883793	1.076355933	1.503445242	1.035381833	0.916581284	0.880534821	0.925450374	0.854064047	0.844965698	0.934491076	1.040340436	1.319256786	0.784851015	1.075362514	1.130540981	1.090815581	1.334946784	1.189184593	0.725011741	1.268311054	1.277366026
PFL1250c	1.093090283	0.925671295	1.10149431	1.050342982	0.956702655	0.952565585	1.120068081	0.85099994	1.079516935	0.975619142	0.923255779	0.92714416	0.846568185	1.014250873	1.086770504	0.895749886	0.995723858	1.082372723	1.092411999	1.033943146	1.090920172	1.046333097	1.443183685	0.978756596	0.97210571	1.224758915	1.507102115	1.24867933	0.673441598	1.170353995	0.985641651
