k	acc
9	0.778305621536
14	0.782789317507
19	0.787051687764
24	0.790171066944
29	0.792596108211
34	0.794937710105
39	0.796723163842
44	0.797666716101
49	0.798883908955
54	0.799738996322
59	0.800582398619
64	0.801680672269
69	0.802670803675
74	0.803519475751
79	0.804307708531
84	0.805170411013
89	0.805838567109
94	0.806542322986
99	0.807067932068
